,Move,Type,Power,Accuracy,PP,Pokemon
3456,Metronome,Normal,0,0,10,Magmar
3457,Fire Blast,Fire,120,85,5,Magmar
3458,Skull Bash,Normal,100,100,15,Magmar
3459,Rest,Psychic,0,0,10,Magmar
3460,Psywave,Psychic,0,80,15,Magmar
3461,Substitute,Normal,0,0,10,Magmar
3462,Strength,Normal,80,100,15,Magmar
3463,ViceGrip,Normal,55,100,30,Pinsir
3464,Bind,Normal,15,75,20,Pinsir
3465,Seismic Toss,Fighting,0,100,20,Pinsir
3466,Guillotine,Normal,0,30,5,Pinsir
3467,Focus Energy,Normal,0,101,30,Pinsir
3468,Harden,Normal,0,101,30,Pinsir
3469,Slash,Normal,70,100,20,Pinsir
3470,Swords Dance,Normal,0,101,30,Pinsir
3471,Swords Dance,Normal,0,0,30,Pinsir
3472,Toxic,Poison,0,85,10,Pinsir
3473,Body Slam,Normal,85,100,15,Pinsir
3474,Take Down,Normal,90,85,20,Pinsir
3475,Double-Edge,Normal,100,100,15,Pinsir
3476,Hyper Beam,Normal,150,90,5,Pinsir
3477,Submission,Fighting,80,80,25,Pinsir
3478,Seismic Toss,Fighting,0,100,20,Pinsir
3479,Rage,Normal,20,100,20,Pinsir
3480,Mimic,Normal,0,100,10,Pinsir
3481,Double Team,Normal,0,0,15,Pinsir
3482,Bide,Normal,0,0,10,Pinsir
3483,Rest,Psychic,0,0,10,Pinsir
3484,Substitute,Normal,0,0,10,Pinsir
3485,Cut,Normal,50,95,30,Pinsir
3486,Strength,Normal,80,100,15,Pinsir
3487,Tackle,Normal,35,95,35,Tauros
3488,Stomp,Normal,65,100,20,Tauros
3489,Tail Whip,Normal,0,100,30,Tauros
3490,Leer,Normal,0,100,30,Tauros
3491,Rage,Normal,20,100,20,Tauros
3492,Take Down,Normal,90,85,20,Tauros
3493,Toxic,Poison,0,85,10,Tauros
3494,Horn Drill,Normal,0,30,5,Tauros
3495,Body Slam,Normal,85,100,15,Tauros
3496,Take Down,Normal,90,85,20,Tauros
3497,Double-Edge,Normal,100,100,15,Tauros
3498,Ice Beam,Ice,95,100,10,Tauros
3499,Blizzard,Ice,120,90,5,Tauros
3500,Hyper Beam,Normal,150,90,5,Tauros
3501,Rage,Normal,20,100,20,Tauros
3502,Thunderbolt,Electric,95,100,15,Tauros
3503,Thunder,Electric,120,70,10,Tauros
3504,Earthquake,Ground,100,100,10,Tauros
3505,Fissure,Ground,0,30,5,Tauros
3506,Mimic,Normal,0,100,10,Tauros
3507,Double Team,Normal,0,0,15,Tauros
3508,Bide,Normal,0,0,10,Tauros
3509,Fire Blast,Fire,120,85,5,Tauros
3510,Skull Bash,Normal,100,100,15,Tauros
3511,Rest,Psychic,0,0,10,Tauros
3512,Substitute,Normal,0,0,10,Tauros
3513,Strength,Normal,80,100,15,Tauros
3514,Splash,Normal,0,0,40,Magikarp
3515,Tackle,Normal,35,95,35,Magikarp
3516,Tackle,Normal,35,95,35,Gyarados
3517,Bite,Normal,60,100,25,Gyarados
3518,Dragon Rage,Dragon,0,100,10,Gyarados
3519,Leer,Normal,0,100,30,Gyarados
3520,Hydro Pump,Water,120,80,5,Gyarados
3521,Hyper Beam,Normal,150,90,5,Gyarados
3522,Bite,Normal,60,100,25,Gyarados
3523,Dragon Rage,Dragon,0,100,10,Gyarados
3524,Leer,Normal,0,100,30,Gyarados
3525,Hydro Pump,Water,120,80,5,Gyarados
3526,Toxic,Poison,0,85,10,Gyarados
3527,Body Slam,Normal,85,100,15,Gyarados
3528,Take Down,Normal,90,85,20,Gyarados
3529,Double-Edge,Normal,100,100,15,Gyarados
3530,BubbleBeam,Water,65,100,20,Gyarados
3531,Water Gun,Water,40,100,25,Gyarados
3532,Ice Beam,Ice,95,100,10,Gyarados
3533,Blizzard,Ice,120,90,5,Gyarados
3534,Hyper Beam,Normal,150,90,5,Gyarados
3535,Rage,Normal,20,100,20,Gyarados
3536,Dragon Rage,Dragon,0,100,10,Gyarados
3537,Thunderbolt,Electric,95,100,15,Gyarados
3538,Thunder,Electric,120,70,10,Gyarados
3539,Mimic,Normal,0,100,10,Gyarados
3540,Double Team,Normal,0,0,15,Gyarados
3541,Reflect,Psychic,0,0,20,Gyarados
3542,Bide,Normal,0,0,10,Gyarados
3543,Fire Blast,Fire,120,85,5,Gyarados
3544,Skull Bash,Normal,100,100,15,Gyarados
3545,Rest,Psychic,0,0,10,Gyarados
3546,Substitute,Normal,0,0,10,Gyarados
3547,Surf,Water,95,100,15,Gyarados
3548,Strength,Normal,80,100,15,Gyarados
3549,Water Gun,Water,40,100,25,Lapras
3550,Growl,Normal,0,100,40,Lapras
3551,Sing,Normal,0,55,15,Lapras
3552,Mist,Ice,0,0,30,Lapras
3553,Body Slam,Normal,85,100,15,Lapras
3554,Confuse Ray,Ghost,0,100,10,Lapras
3555,Ice Beam,Ice,95,100,10,Lapras
3556,Hydro Pump,Water,120,80,5,Lapras
3557,Toxic,Poison,0,85,10,Lapras
3558,Horn Drill,Normal,0,30,5,Lapras
3559,Body Slam,Normal,85,100,15,Lapras
3560,Take Down,Normal,90,85,20,Lapras
3561,Double-Edge,Normal,100,100,15,Lapras
3562,BubbleBeam,Water,65,100,20,Lapras
3563,Water Gun,Water,40,100,25,Lapras
3564,Ice Beam,Ice,95,100,10,Lapras
3565,Blizzard,Ice,120,90,5,Lapras
3566,Hyper Beam,Normal,150,90,5,Lapras
3567,Rage,Normal,20,100,20,Lapras
3568,SolarBeam,Grass,120,100,10,Lapras
3569,Dragon Rage,Dragon,0,100,10,Lapras
3570,Thunderbolt,Electric,95,100,15,Lapras
3571,Thunder,Electric,120,70,10,Lapras
3572,Psychic,Psychic,90,100,10,Lapras
3573,Mimic,Normal,0,100,10,Lapras
3574,Double Team,Normal,0,0,15,Lapras
3575,Reflect,Psychic,0,0,20,Lapras
3576,Bide,Normal,0,0,10,Lapras
3577,Skull Bash,Normal,100,100,15,Lapras
3578,Rest,Psychic,0,0,10,Lapras
3579,Psywave,Psychic,0,80,15,Lapras
3580,Substitute,Normal,0,0,10,Lapras
3581,Surf,Water,95,100,15,Lapras
3582,Strength,Normal,80,100,15,Lapras
3583,Transform,Normal,0,0,10,Ditto
3584,Tackle,Normal,35,95,35,Eevee
3585,Tail Whip,Normal,0,100,30,Eevee
3586,Sand-Attack,Normal,0,100,15,Eevee
3587,Growl,Normal,0,100,40,Eevee
3588,Quick Attack,Normal,40,100,30,Eevee
3589,Bite,Normal,60,100,25,Eevee
3590,Focus Energy,Normal,0,101,30,Eevee
3591,Take Down,Normal,90,85,20,Eevee
3592,Toxic,Poison,0,85,10,Eevee
3593,Body Slam,Normal,85,100,15,Eevee
3594,Take Down,Normal,90,85,20,Eevee
3595,Double-Edge,Normal,100,100,15,Eevee
3596,Rage,Normal,20,100,20,Eevee
3597,Mimic,Normal,0,100,10,Eevee
3598,Double Team,Normal,0,0,15,Eevee
3599,Reflect,Psychic,0,0,20,Eevee
3600,Bide,Normal,0,0,10,Eevee
3601,Swift,Normal,60,0,20,Eevee
3602,Skull Bash,Normal,100,100,15,Eevee
3603,Rest,Psychic,0,0,10,Eevee
3604,Substitute,Normal,0,0,10,Eevee
3605,Tackle,Normal,35,95,35,Vaporeon
3606,Tail Whip,Normal,0,100,30,Vaporeon
3607,Quick Attack,Normal,40,100,30,Vaporeon
3608,Water Gun,Water,40,100,25,Vaporeon
3609,Sand-Attack,Normal,0,100,15,Vaporeon
3610,Water Gun,Water,40,100,25,Vaporeon
3611,Quick Attack,Normal,40,100,30,Vaporeon
3612,Bite,Normal,60,100,25,Vaporeon
3613,Aurora Beam,Ice,65,100,20,Vaporeon
3614,Haze,Ice,0,101,30,Vaporeon
3615,Acid Armor,Poison,0,101,40,Vaporeon
3616,Hydro Pump,Water,120,80,5,Vaporeon
3617,Mist,Ice,0,101,30,Vaporeon
3618,Toxic,Poison,0,85,10,Vaporeon
3619,Body Slam,Normal,85,100,15,Vaporeon
3620,Take Down,Normal,90,85,20,Vaporeon
3621,Double-Edge,Normal,100,100,15,Vaporeon
3622,BubbleBeam,Water,65,100,20,Vaporeon
3623,Water Gun,Water,40,100,25,Vaporeon
3624,Ice Beam,Ice,95,100,10,Vaporeon
3625,Blizzard,Ice,120,90,5,Vaporeon
3626,Hyper Beam,Normal,150,90,5,Vaporeon
3627,Rage,Normal,20,100,20,Vaporeon
3628,Mimic,Normal,0,100,10,Vaporeon
3629,Double Team,Normal,0,0,15,Vaporeon
3630,Reflect,Psychic,0,0,20,Vaporeon
3631,Bide,Normal,0,0,10,Vaporeon
3632,Swift,Normal,60,0,20,Vaporeon
3633,Skull Bash,Normal,100,100,15,Vaporeon
3634,Rest,Psychic,0,0,10,Vaporeon
3635,Substitute,Normal,0,0,10,Vaporeon
3636,Surf,Water,95,100,15,Vaporeon
3637,Tackle,Normal,35,95,35,Jolteon
3638,Tail Whip,Normal,0,100,30,Jolteon
3639,Quick Attack,Normal,40,100,30,Jolteon
3640,ThunderShock,Electric,40,100,30,Jolteon
3641,Sand-Attack,Normal,0,100,15,Jolteon
3642,ThunderShock,Electric,40,100,30,Jolteon
3643,Quick Attack,Normal,40,100,30,Jolteon
3644,Double Kick,Fighting,30,100,30,Jolteon
3645,Pin Missile,Bug,14,85,20,Jolteon
3646,Thunder Wave,Electric,0,100,20,Jolteon
3647,Agility,Psychic,0,101,30,Jolteon
3648,Thunder,Electric,120,70,10,Jolteon
3649,Toxic,Poison,0,85,10,Jolteon
3650,Body Slam,Normal,85,100,15,Jolteon
3651,Take Down,Normal,90,85,20,Jolteon
3652,Double-Edge,Normal,100,100,15,Jolteon
3653,Hyper Beam,Normal,150,90,5,Jolteon
3654,Rage,Normal,20,100,20,Jolteon
3655,Thunderbolt,Electric,95,100,15,Jolteon
3656,Thunder,Electric,120,70,10,Jolteon
3657,Mimic,Normal,0,100,10,Jolteon
3658,Double Team,Normal,0,0,15,Jolteon
3659,Reflect,Psychic,0,0,20,Jolteon
3660,Bide,Normal,0,0,10,Jolteon
3661,Swift,Normal,60,0,20,Jolteon
3662,Skull Bash,Normal,100,100,15,Jolteon
3663,Rest,Psychic,0,0,10,Jolteon
3664,Thunder Wave,Electric,0,100,20,Jolteon
3665,Substitute,Normal,0,0,10,Jolteon
3666,Flash,Normal,0,70,20,Jolteon
3667,Tackle,Normal,35,95,35,Flareon
3668,Tail Whip,Normal,0,100,30,Flareon
3669,Quick Attack,Normal,40,100,30,Flareon
3670,Ember,Fire,40,100,25,Flareon
3671,Sand-Attack,Normal,0,100,15,Flareon
3672,Ember,Fire,40,100,25,Flareon
3673,Quick Attack,Normal,40,100,30,Flareon
3674,Bite,Normal,60,100,25,Flareon
3675,Fire Spin,Fire,15,70,15,Flareon
3676,Smog,Poison,20,70,20,Flareon
3677,Leer,Normal,0,100,30,Flareon
3678,Rage,Normal,20,100,20,Flareon
3679,Flamethrower,Fire,95,100,15,Flareon
3680,Toxic,Poison,0,85,10,Flareon
3681,Body Slam,Normal,85,100,15,Flareon
3682,Take Down,Normal,90,85,20,Flareon
3683,Double-Edge,Normal,100,100,15,Flareon
3684,Hyper Beam,Normal,150,90,5,Flareon
3685,Rage,Normal,20,100,20,Flareon
3686,Mimic,Normal,0,100,10,Flareon
3687,Double Team,Normal,0,0,15,Flareon
3688,Reflect,Psychic,0,0,20,Flareon
3689,Bide,Normal,0,0,10,Flareon
3690,Fire Blast,Fire,120,85,5,Flareon
3691,Swift,Normal,60,0,20,Flareon
3692,Skull Bash,Normal,100,100,15,Flareon
3693,Rest,Psychic,0,0,10,Flareon
3694,Substitute,Normal,0,0,10,Flareon
3695,Tackle,Normal,35,95,35,Porygon
3696,Sharpen,Normal,0,0,30,Porygon
3697,Conversion,Normal,0,0,30,Porygon
3698,Psybeam,Psychic,65,100,20,Porygon
3699,Recover,Normal,0,0,20,Porygon
3700,Agility,Psychic,0,0,30,Porygon
3701,Tri Attack,Normal,80,100,10,Porygon
3702,Toxic,Poison,0,85,10,Porygon
3703,Take Down,Normal,90,85,20,Porygon
3704,Double-Edge,Normal,100,100,15,Porygon
3705,Ice Beam,Ice,95,100,10,Porygon
3706,Blizzard,Ice,120,90,5,Porygon
3707,Hyper Beam,Normal,150,90,5,Porygon
3708,Rage,Normal,20,100,20,Porygon
3709,Thunderbolt,Electric,95,100,15,Porygon
3710,Thunder,Electric,120,70,10,Porygon
3711,Psychic,Psychic,90,100,10,Porygon
3712,Teleport,Psychic,0,0,20,Porygon
3713,Mimic,Normal,0,100,10,Porygon
3714,Double Team,Normal,0,0,15,Porygon
3715,Reflect,Psychic,0,0,20,Porygon
3716,Bide,Normal,0,0,10,Porygon
3717,Swift,Normal,60,0,20,Porygon
3718,Skull Bash,Normal,100,100,15,Porygon
3719,Rest,Psychic,0,0,10,Porygon
3720,Thunder Wave,Electric,0,100,20,Porygon
3721,Psywave,Psychic,0,80,15,Porygon
3722,Tri Attack,Normal,80,100,10,Porygon
3723,Substitute,Normal,0,0,10,Porygon
3724,Flash,Normal,0,70,20,Porygon
3725,Water Gun,Water,40,100,25,Omanyte
3726,Withdraw,Water,0,0,40,Omanyte
3727,Horn Attack,Normal,65,100,25,Omanyte
3728,Leer,Normal,0,100,30,Omanyte
3729,Spike Cannon,Normal,20,100,15,Omanyte
3730,Hydro Pump,Water,120,80,5,Omanyte
3731,Toxic,Poison,0,85,10,Omanyte
3732,Body Slam,Normal,85,100,15,Omanyte
3733,Take Down,Normal,90,85,20,Omanyte
3734,Double-Edge,Normal,100,100,15,Omanyte
3735,BubbleBeam,Water,65,100,20,Omanyte
3736,Water Gun,Water,40,100,25,Omanyte
3737,Ice Beam,Ice,95,100,10,Omanyte
3738,Blizzard,Ice,120,90,5,Omanyte
3739,Rage,Normal,20,100,20,Omanyte
3740,Mimic,Normal,0,100,10,Omanyte
3741,Double Team,Normal,0,0,15,Omanyte
3742,Reflect,Psychic,0,0,20,Omanyte
3743,Bide,Normal,0,0,10,Omanyte
3744,Rest,Psychic,0,0,10,Omanyte
3745,Substitute,Normal,0,0,10,Omanyte
3746,Surf,Water,95,100,15,Omanyte
3747,Water Gun,Water,40,100,25,Omastar
3748,Withdraw,Water,0,0,40,Omastar
3749,Horn Attack,Normal,65,100,25,Omastar
3750,Horn Attack,Normal,65,100,25,Omastar
3751,Leer,Normal,0,100,30,Omastar
3752,Spike Cannon,Normal,20,100,15,Omastar
3753,Hydro Pump,Water,120,80,5,Omastar
3754,Toxic,Poison,0,85,10,Omastar
3755,Horn Drill,Normal,0,30,5,Omastar
3756,Body Slam,Normal,85,100,15,Omastar
3757,Take Down,Normal,90,85,20,Omastar
3758,Double-Edge,Normal,100,100,15,Omastar
3759,BubbleBeam,Water,65,100,20,Omastar
3760,Water Gun,Water,40,100,25,Omastar
3761,Ice Beam,Ice,95,100,10,Omastar
3762,Blizzard,Ice,120,90,5,Omastar
3763,Hyper Beam,Normal,150,90,5,Omastar
3764,Submission,Fighting,80,80,25,Omastar
3765,Seismic Toss,Fighting,0,100,20,Omastar
3766,Rage,Normal,20,100,20,Omastar
3767,Mimic,Normal,0,100,10,Omastar
3768,Double Team,Normal,0,0,15,Omastar
3769,Reflect,Psychic,0,0,20,Omastar
3770,Bide,Normal,0,0,10,Omastar
3771,Skull Bash,Normal,100,100,15,Omastar
3772,Rest,Psychic,0,0,10,Omastar
3773,Substitute,Normal,0,0,10,Omastar
3774,Surf,Water,95,100,15,Omastar
3775,Scratch,Normal,40,100,35,Kabuto
3776,Harden,Normal,0,0,30,Kabuto
3777,Absorb,Grass,20,100,20,Kabuto
3778,Slash,Normal,70,100,20,Kabuto
3779,Leer,Normal,0,100,30,Kabuto
3780,Hydro Pump,Water,120,80,5,Kabuto
3781,Toxic,Poison,0,85,10,Kabuto
3782,Body Slam,Normal,85,100,15,Kabuto
3783,Take Down,Normal,90,85,20,Kabuto
3784,Double-Edge,Normal,100,100,15,Kabuto
3785,BubbleBeam,Water,65,100,20,Kabuto
3786,Water Gun,Water,40,100,25,Kabuto
3787,Ice Beam,Ice,95,100,10,Kabuto
3788,Blizzard,Ice,120,90,5,Kabuto
3789,Rage,Normal,20,100,20,Kabuto
3790,Mimic,Normal,0,100,10,Kabuto
3791,Double Team,Normal,0,0,15,Kabuto
3792,Reflect,Psychic,0,0,20,Kabuto
3793,Bide,Normal,0,0,10,Kabuto
3794,Rest,Psychic,0,0,10,Kabuto
3795,Substitute,Normal,0,0,10,Kabuto
3796,Surf,Water,95,100,15,Kabuto
3797,Scratch,Normal,40,100,35,Kabutops
3798,Harden,Normal,0,0,30,Kabutops
3799,Absorb,Grass,20,100,20,Kabutops
3800,Absorb,Grass,20,100,20,Kabutops
3801,Slash,Normal,70,100,20,Kabutops
3802,Leer,Normal,0,100,30,Kabutops
3803,Hydro Pump,Water,120,80,5,Kabutops
3804,Razor Wind,Normal,80,75,10,Kabutops
3805,Swords Dance,Normal,0,0,30,Kabutops
3806,Mega Kick,Normal,120,75,5,Kabutops
3807,Toxic,Poison,0,85,10,Kabutops
3808,Body Slam,Normal,85,100,15,Kabutops
3809,Take Down,Normal,90,85,20,Kabutops
3810,Double-Edge,Normal,100,100,15,Kabutops
3811,BubbleBeam,Water,65,100,20,Kabutops
3812,Water Gun,Water,40,100,25,Kabutops
3813,Ice Beam,Ice,95,100,10,Kabutops
3814,Blizzard,Ice,120,90,5,Kabutops
3815,Hyper Beam,Normal,150,90,5,Kabutops
3816,Submission,Fighting,80,80,25,Kabutops
3817,Seismic Toss,Fighting,0,100,20,Kabutops
3818,Rage,Normal,20,100,20,Kabutops
3819,Mimic,Normal,0,100,10,Kabutops
3820,Double Team,Normal,0,0,15,Kabutops
3821,Reflect,Psychic,0,0,20,Kabutops
3822,Bide,Normal,0,0,10,Kabutops
3823,Skull Bash,Normal,100,100,15,Kabutops
3824,Rest,Psychic,0,0,10,Kabutops
3825,Substitute,Normal,0,0,10,Kabutops
3826,Cut,Normal,50,95,30,Kabutops
3827,Surf,Water,95,100,15,Kabutops
3828,Wing Attack,Flying,35,100,35,Aerodactyl
3829,Agility,Psychic,0,0,30,Aerodactyl
3830,Supersonic,Normal,0,55,20,Aerodactyl
3831,Bite,Normal,60,100,25,Aerodactyl
3832,Take Down,Normal,90,85,20,Aerodactyl
3833,Hyper Beam,Normal,150,90,5,Aerodactyl
3834,Razor Wind,Normal,80,75,10,Aerodactyl
3835,Whirlwind,Normal,0,85,20,Aerodactyl
3836,Toxic,Poison,0,85,10,Aerodactyl
3837,Take Down,Normal,90,85,20,Aerodactyl
3838,Double-Edge,Normal,100,100,15,Aerodactyl
3839,Hyper Beam,Normal,150,90,5,Aerodactyl
3840,Rage,Normal,20,100,20,Aerodactyl
3841,Dragon Rage,Dragon,0,100,10,Aerodactyl
3842,Mimic,Normal,0,100,10,Aerodactyl
3843,Double Team,Normal,0,0,15,Aerodactyl
3844,Reflect,Psychic,0,0,20,Aerodactyl
3845,Bide,Normal,0,0,10,Aerodactyl
3846,Fire Blast,Fire,120,85,5,Aerodactyl
3847,Swift,Normal,60,0,20,Aerodactyl
3848,Sky Attack,Flying,140,90,5,Aerodactyl
3849,Rest,Psychic,0,0,10,Aerodactyl
3850,Substitute,Normal,0,0,10,Aerodactyl
3851,Fly,Flying,70,95,15,Aerodactyl
3852,Headbutt,Normal,70,100,15,Snorlax
3853,Amnesia,Psychic,0,0,20,Snorlax
3854,Rest,Psychic,0,0,10,Snorlax
3855,Body Slam,Normal,85,100,15,Snorlax
3856,Harden,Normal,0,0,30,Snorlax
3857,Double-Edge,Normal,100,100,15,Snorlax
3858,Hyper Beam,Normal,150,90,5,Snorlax
3859,Mega Punch,Normal,80,85,20,Snorlax
3860,Mega Kick,Normal,120,75,5,Snorlax
3861,Toxic,Poison,0,85,10,Snorlax
3862,Body Slam,Normal,85,100,15,Snorlax
3863,Take Down,Normal,90,85,20,Snorlax
3864,Double-Edge,Normal,100,100,15,Snorlax
3865,BubbleBeam,Water,65,100,20,Snorlax
3866,Water Gun,Water,40,100,25,Snorlax
3867,Ice Beam,Ice,95,100,10,Snorlax
3868,Blizzard,Ice,120,90,5,Snorlax
3869,Hyper Beam,Normal,150,90,5,Snorlax
3870,Pay Day,Normal,40,100,20,Snorlax
3871,Submission,Fighting,80,80,25,Snorlax
3872,Counter,Fighting,0,100,20,Snorlax
3873,Seismic Toss,Fighting,0,100,20,Snorlax
3874,Rage,Normal,20,100,20,Snorlax
3875,SolarBeam,Grass,120,100,10,Snorlax
3876,Thunderbolt,Electric,95,100,15,Snorlax
3877,Thunder,Electric,120,70,10,Snorlax
3878,Earthquake,Ground,100,100,10,Snorlax
3879,Fissure,Ground,0,30,5,Snorlax
3880,Psychic,Psychic,90,100,10,Snorlax
3881,Mimic,Normal,0,100,10,Snorlax
3882,Double Team,Normal,0,0,15,Snorlax
3883,Reflect,Psychic,0,0,20,Snorlax
3884,Bide,Normal,0,0,10,Snorlax
3885,Metronome,Normal,0,0,10,Snorlax
3886,Selfdestruct,Normal,130,100,5,Snorlax
3887,Fire Blast,Fire,120,85,5,Snorlax
3888,Skull Bash,Normal,100,100,15,Snorlax
3889,Rest,Psychic,0,0,10,Snorlax
3890,Psywave,Psychic,0,80,15,Snorlax
3891,Rock Slide,Rock,75,90,10,Snorlax
3892,Substitute,Normal,0,0,10,Snorlax
3893,Surf,Water,95,100,15,Snorlax
3894,Strength,Normal,80,100,15,Snorlax
3895,Peck,Flying,35,100,35,Articuno
3896,Ice Beam,Ice,95,100,10,Articuno
3897,Blizzard,Ice,120,90,5,Articuno
3898,Agility,Psychic,0,0,30,Articuno
3899,Mist,Ice,0,0,30,Articuno
3900,Razor Wind,Normal,80,75,10,Articuno
3901,Whirlwind,Normal,0,85,20,Articuno
3902,Toxic,Poison,0,85,10,Articuno
3903,Take Down,Normal,90,85,20,Articuno
3904,Double-Edge,Normal,100,100,15,Articuno
3905,BubbleBeam,Water,65,100,20,Articuno
3906,Water Gun,Water,40,100,25,Articuno
3907,Ice Beam,Ice,95,100,10,Articuno
3908,Blizzard,Ice,120,90,5,Articuno
3909,Hyper Beam,Normal,150,90,5,Articuno
3910,Rage,Normal,20,100,20,Articuno
3911,Mimic,Normal,0,100,10,Articuno
3912,Double Team,Normal,0,0,15,Articuno
3913,Reflect,Psychic,0,0,20,Articuno
3914,Bide,Normal,0,0,10,Articuno
3915,Swift,Normal,60,0,20,Articuno
3916,Sky Attack,Flying,140,90,5,Articuno
3917,Rest,Psychic,0,0,10,Articuno
3918,Substitute,Normal,0,0,10,Articuno
3919,Fly,Flying,70,95,15,Articuno
3920,ThunderShock,Electric,40,100,30,Zapdos
3921,Drill Peck,Flying,80,100,20,Zapdos
3922,Thunder,Electric,120,70,10,Zapdos
3923,Agility,Psychic,0,0,30,Zapdos
3924,Light Screen,Psychic,0,0,30,Zapdos
3925,Razor Wind,Normal,80,75,10,Zapdos
3926,Whirlwind,Normal,0,85,20,Zapdos
3927,Toxic,Poison,0,85,10,Zapdos
3928,Take Down,Normal,90,85,20,Zapdos
3929,Double-Edge,Normal,100,100,15,Zapdos
3930,Hyper Beam,Normal,150,90,5,Zapdos
3931,Rage,Normal,20,100,20,Zapdos
3932,Thunderbolt,Electric,95,100,15,Zapdos
3933,Thunder,Electric,120,70,10,Zapdos
3934,Mimic,Normal,0,100,10,Zapdos
3935,Double Team,Normal,0,0,15,Zapdos
3936,Reflect,Psychic,0,0,20,Zapdos
3937,Bide,Normal,0,0,10,Zapdos
3938,Swift,Normal,60,0,20,Zapdos
3939,Sky Attack,Flying,140,90,5,Zapdos
3940,Rest,Psychic,0,0,10,Zapdos
3941,Thunder Wave,Electric,0,100,20,Zapdos
3942,Substitute,Normal,0,0,10,Zapdos
3943,Fly,Flying,70,95,15,Zapdos
3944,Flash,Normal,0,70,20,Zapdos
3945,Peck,Flying,35,100,35,Moltres
3946,Fire Spin,Fire,15,70,15,Moltres
3947,Leer,Normal,0,100,30,Moltres
3948,Agility,Psychic,0,0,30,Moltres
3949,Sky Attack,Flying,140,90,5,Moltres
3950,Razor Wind,Normal,80,75,10,Moltres
3951,Whirlwind,Normal,0,85,20,Moltres
3952,Toxic,Poison,0,85,10,Moltres
3953,Take Down,Normal,90,85,20,Moltres
3954,Double-Edge,Normal,100,100,15,Moltres
3955,Hyper Beam,Normal,150,90,5,Moltres
3956,Rage,Normal,20,100,20,Moltres
3957,Mimic,Normal,0,100,10,Moltres
3958,Double Team,Normal,0,0,15,Moltres
3959,Reflect,Psychic,0,0,20,Moltres
3960,Bide,Normal,0,0,10,Moltres
3961,Fire Blast,Fire,120,85,5,Moltres
3962,Swift,Normal,60,0,20,Moltres
3963,Sky Attack,Flying,140,90,5,Moltres
3964,Rest,Psychic,0,0,10,Moltres
3965,Substitute,Normal,0,0,10,Moltres
3966,Fly,Flying,70,95,15,Moltres
3967,Wrap,Normal,15,85,20,Dratini
3968,Leer,Normal,0,100,30,Dratini
3969,Thunder Wave,Electric,0,100,20,Dratini
3970,Agility,Psychic,0,0,30,Dratini
3971,Slam,Normal,80,75,20,Dratini
3972,Dragon Rage,Dragon,0,100,10,Dratini
3973,Hyper Beam,Normal,150,90,5,Dratini
3974,Toxic,Poison,0,85,10,Dratini
3975,Body Slam,Normal,85,100,15,Dratini
3976,Take Down,Normal,90,85,20,Dratini
3977,Double-Edge,Normal,100,100,15,Dratini
3978,BubbleBeam,Water,65,100,20,Dratini
3979,Water Gun,Water,40,100,25,Dratini
3980,Ice Beam,Ice,95,100,10,Dratini
3981,Blizzard,Ice,120,90,5,Dratini
3982,Rage,Normal,20,100,20,Dratini
3983,Dragon Rage,Dragon,0,100,10,Dratini
3984,Thunderbolt,Electric,95,100,15,Dratini
3985,Thunder,Electric,120,70,10,Dratini
3986,Mimic,Normal,0,100,10,Dratini
3987,Double Team,Normal,0,0,15,Dratini
3988,Reflect,Psychic,0,0,20,Dratini
3989,Bide,Normal,0,0,10,Dratini
3990,Fire Blast,Fire,120,85,5,Dratini
3991,Swift,Normal,60,0,20,Dratini
3992,Skull Bash,Normal,100,100,15,Dratini
3993,Rest,Psychic,0,0,10,Dratini
3994,Thunder Wave,Electric,0,100,20,Dratini
3995,Substitute,Normal,0,0,10,Dratini
3996,Surf,Water,95,100,15,Dratini
3997,Wrap,Normal,15,85,20,Dragonair
3998,Leer,Normal,0,100,30,Dragonair
3999,Thunder Wave,Electric,0,100,20,Dragonair
4000,Thunder Wave,Electric,0,100,20,Dragonair
4001,Agility,Psychic,0,0,30,Dragonair
4002,Slam,Normal,80,75,20,Dragonair
4003,Dragon Rage,Dragon,0,100,10,Dragonair
4004,Hyper Beam,Normal,150,90,5,Dragonair
4005,Toxic,Poison,0,85,10,Dragonair
4006,Horn Drill,Normal,0,30,5,Dragonair
4007,Body Slam,Normal,85,100,15,Dragonair
4008,Take Down,Normal,90,85,20,Dragonair
4009,Double-Edge,Normal,100,100,15,Dragonair
4010,BubbleBeam,Water,65,100,20,Dragonair
4011,Water Gun,Water,40,100,25,Dragonair
4012,Ice Beam,Ice,95,100,10,Dragonair
4013,Blizzard,Ice,120,90,5,Dragonair
4014,Rage,Normal,20,100,20,Dragonair
4015,Dragon Rage,Dragon,0,100,10,Dragonair
4016,Thunderbolt,Electric,95,100,15,Dragonair
4017,Thunder,Electric,120,70,10,Dragonair
4018,Mimic,Normal,0,100,10,Dragonair
4019,Double Team,Normal,0,0,15,Dragonair
4020,Reflect,Psychic,0,0,20,Dragonair
4021,Bide,Normal,0,0,10,Dragonair
4022,Fire Blast,Fire,120,85,5,Dragonair
4023,Swift,Normal,60,0,20,Dragonair
4024,Skull Bash,Normal,100,100,15,Dragonair
4025,Rest,Psychic,0,0,10,Dragonair
4026,Thunder Wave,Electric,0,100,20,Dragonair
4027,Substitute,Normal,0,0,10,Dragonair
